X        Y        NODES    DEPOTS   CAPACITY   TRAVEL TIME              
40       50       100        1        1000          960      
X        Y      DEMAND    NODE      EAR      LAT    SERVICE  
25       85       20       1        0        911      10       
22       75       30       2        0        919      10       
22       85       10       3        0        910      10       
20       80       40       4        644      764      10       
20       85       20       5        0        909      10       
18       75       20       6        0        916      10       
15       75       20       7        0        914      10       
15       80       10       8        367      487      10       
10       35       20       9        371      491      10       
10       40       30       10       0        918      10       
8        40       40       11       195      315      10       
8        45       20       12       0        917      10       
5        35       10       13       653      773      10       
5        45       10       14       0        914      10       
2        40       20       15       174      294      10       
0        40       20       16       0        908      10       
0        45       20       17       0        909      10       
44       5        20       18       0        904      10       
42       10       40       19       0        909      10       
42       15       10       20       0        914      10       
40       5        10       21       0        905      10       
40       15       40       22       0        915      10       
38       5        30       23       201      321      10       
38       15       10       24       0        914      10       
35       5        20       25       784      904      10       
95       30       30       26       0        891      10       
95       35       20       27       0        892      10       
92       30       10       28       0        894      10       
90       35       10       29       0        897      10       
88       30       10       30       0        898      10       
88       35       20       31       0        899      10       
87       30       10       32       0        898      10       
85       25       10       33       0        898      10       
85       35       30       34       0        902      10       
67       85       20       35       0        905      10       
65       85       40       36       0        906      10       
65       82       10       37       0        909      10       
62       80       30       38       278      398      10       
60       80       10       39       0        913      10       
60       85       30       40       0        909      10       
58       75       20       41       0        919      10       
55       80       10       42       0        916      10       
55       85       20       43       0        911      10       
55       82       10       44       217      337      10       
20       82       10       45       0        912      10       
18       80       10       46       0        912      10       
2        45       10       47       0        911      10       
42       5        10       48       0        904      10       
42       12       10       49       0        911      10       
72       35       30       50       0        914      10       
55       20       19       51       0        916      10       
25       30       3        52       0        925      10       
20       50       5        53       375      495      10       
55       60       16       54       0        931      10       
30       60       16       55       599      719      10       
50       35       19       56       0        931      10       
30       25       23       57       0        923      10       
15       10       20       58       782      902      10       
10       20       19       59       0        907      10       
15       60       17       60       0        923      10       
45       65       9        61       0        934      10       
65       35       3        62       167      287      10       
65       20       6        63       0        910      10       
45       30       17       64       0        929      10       
35       40       16       65       0        938      10       
41       37       16       66       0        936      10       
64       42       9        67       268      388      10       
40       60       21       68       0        940      10       
31       52       27       69       157      277      10       
35       69       23       70       0        930      10       
65       55       14       71       0        924      10       
63       65       8        72       0        922      10       
2        60       5        73       0        910      10       
20       20       8        74       645      765      10       
5        5        16       75       0        892      10       
60       12       31       76       268      388      10       
23       3        7        77       764      884      10       
8        56       27       78       0        917      10       
6        68       30       79       352      472      10       
47       47       13       80       0        942      10       
49       58       10       81       0        937      10       
27       43       9        82       0        935      10       
37       31       14       83       0        930      10       
57       29       18       84       395      515      10       
63       23       2        85       0        914      10       
21       24       28       86       0        917      10       
12       24       13       87       359      479      10       
24       58       19       88       0        932      10       
67       5        25       89       0        897      10       
37       47       6        90       0        945      10       
49       42       13       91       0        937      10       
53       43       14       92       14       134      10       
61       52       3        93       0        928      10       
57       48       23       94       0        932      10       
56       37       6        95       0        929      10       
55       54       26       96       0        934      10       
4        18       35       97       0        901      10       
26       52       9        98       0        935      10       
26       35       15       99       308      428      10       
31       67       3        100      810      930      10       
40       50       0        1                                   
