X      Y      NODES  DEPOTS CAPACITY  TRAVEL TIME          
40     50     100    1      700           3390   
X      Y    DEMAND   NODE   EAR    LAT    SERVICE
52     75     10     1      302    479    90     
45     70     30     2      157    428    90     
62     69     10     3      1138   1355   90     
60     66     10     4      1247   1434   90     
42     65     10     5      15     208    90     
16     42     20     6      209    944    90     
58     70     20     7      1059   1246   90     
34     60     20     8      2035   3288   90     
28     70     10     9      2090   3271   90     
35     66     10     10     2311   3283   90     
35     69     10     11     2428   3127   90     
25     85     20     12     1772   2625   90     
22     75     30     13     2135   2834   90     
22     85     10     14     1586   2625   90     
20     80     40     15     1858   2733   90     
20     85     40     16     1512   2515   90     
18     75     20     17     1895   2886   90     
15     75     20     18     1299   2344   90     
15     80     10     19     1461   2372   90     
30     50     10     20     10     963    90     
30     56     20     21     2062   3288   90     
28     52     20     22     12     752    90     
14     66     10     23     1316   2129   90     
25     50     10     24     15     532    90     
22     66     40     25     2177   2990   90     
8      62     10     26     1036   2213   90     
23     52     10     27     17     602    90     
4      55     20     28     1010   2043   90     
20     50     10     29     20     948    90     
20     55     10     30     63     702    90     
10     35     20     31     309    1412   90     
10     40     30     32     336    1009   90     
8      40     40     33     234    1295   90     
8      45     20     34     954    1897   90     
5      35     10     35     377    1534   90     
5      45     10     36     819    1846   90     
2      40     20     37     494    1607   90     
0      40     30     38     637    1648   90     
0      45     20     39     834    1641   90     
36     18     10     40     1468   2329   90     
35     32     10     41     2480   3195   90     
33     32     20     42     2421   3070   90     
33     35     10     43     2368   2937   90     
32     20     10     44     1621   2364   90     
30     30     10     45     1805   2564   90     
34     25     30     46     1782   2395   90     
30     35     10     47     2242   2877   90     
36     40     10     48     2605   3266   90     
48     20     10     49     812    1281   90     
26     32     10     50     1842   2901   90     
25     30     10     51     1883   2676   90     
25     35     10     52     2070   2859   90     
44     5      20     53     1078   1593   90     
42     10     40     54     998    1481   90     
42     15     10     55     897    1392   90     
40     5      30     56     1083   1776   90     
38     15     40     57     1426   2183   90     
38     5      30     58     1133   1910   90     
38     10     10     59     1392   2027   90     
35     5      20     60     1180   2049   90     
50     30     10     61     223    738    90     
50     35     20     62     18     474    90     
50     40     50     63     14     360    90     
48     30     10     64     246    899    90     
44     25     10     65     704    1197   90     
47     35     10     66     393    942    90     
47     40     10     67     12     424    90     
42     30     10     68     641    1070   90     
45     35     10     69     534    985    90     
95     30     30     70     2119   2682   90     
95     35     20     71     2192   2419   90     
53     30     10     72     131    644    90     
92     30     10     73     2169   2818   90     
53     35     50     74     87     498    90     
45     65     20     75     49     346    90     
90     35     10     76     2106   2315   90     
72     45     10     77     2701   3258   90     
78     40     20     78     2599   3164   90     
87     30     10     79     2505   2870   90     
85     25     10     80     2369   2816   90     
85     35     30     81     2563   3002   90     
75     55     20     82     1894   2115   90     
72     55     10     83     1751   2072   90     
70     58     20     84     1617   1824   90     
86     46     30     85     1969   2248   90     
66     55     10     86     1710   1921   90     
64     46     20     87     2976   3275   90     
65     60     30     88     1482   1769   90     
56     64     10     89     1275   1594   90     
60     55     10     90     2789   3279   90     
60     60     10     91     1440   1621   90     
67     85     20     92     646    901    90     
42     58     40     93     8      258    90     
65     82     10     94     708    1027   90     
62     80     30     95     852    1069   90     
62     40     10     96     2713   3275   90     
60     85     30     97     537    816    90     
58     75     20     98     948    1167   90     
55     80     10     99     379    594    90     
55     85     20     100    477    686    90     
40     50     0      1                           
