X      Y      NODES  DEPOTS CAPACITY  TRAVEL TIME          
40     50     100    1      700           3390   
X      Y    DEMAND   NODE   EAR    LAT    SERVICE
52     75     10     1      231    551    90     
45     70     30     2      133    453    90     
62     69     10     3      1087   1407   90     
60     66     10     4      1181   1501   90     
42     65     10     5      15     335    90     
16     42     20     6      417    737    90     
58     70     20     7      993    1313   90     
34     60     20     8      2807   3127   90     
28     70     10     9      2521   2841   90     
35     66     10     10     2711   3031   90     
35     69     10     11     2618   2938   90     
25     85     20     12     2039   2359   90     
22     75     30     13     2325   2645   90     
22     85     10     14     1946   2266   90     
20     80     40     15     2136   2456   90     
20     85     40     16     1854   2174   90     
18     75     20     17     2231   2551   90     
15     75     20     18     1662   1982   90     
15     80     10     19     1757   2077   90     
30     50     10     20     10     330    90     
30     56     20     21     2903   3223   90     
28     52     20     22     12     332    90     
14     66     10     23     1563   1883   90     
25     50     10     24     36     356    90     
22     66     40     25     2424   2744   90     
8      62     10     26     1465   1785   90     
23     52     10     27     129    449    90     
4      55     20     28     1367   1687   90     
20     50     10     29     318    638    90     
20     55     10     30     223    543    90     
10     35     20     31     701    1021   90     
10     40     30     32     513    833    90     
8      40     40     33     605    925    90     
8      45     20     34     1266   1586   90     
5      35     10     35     796    1116   90     
5      45     10     36     1173   1493   90     
2      40     20     37     891    1211   90     
0      40     30     38     983    1303   90     
0      45     20     39     1078   1398   90     
36     18     10     40     1739   2059   90     
35     32     10     41     2678   2998   90     
33     32     20     42     2586   2906   90     
33     35     10     43     2493   2813   90     
32     20     10     44     1833   2153   90     
30     30     10     45     2025   2345   90     
34     25     30     46     1929   2249   90     
30     35     10     47     2400   2720   90     
36     40     10     48     2776   3096   90     
48     20     10     49     887    1207   90     
26     32     10     50     2212   2532   90     
25     30     10     51     2120   2440   90     
25     35     10     52     2305   2625   90     
44     5      20     53     1176   1496   90     
42     10     40     54     1080   1400   90     
42     15     10     55     985    1305   90     
40     5      30     56     1270   1590   90     
38     15     40     57     1645   1965   90     
38     5      30     58     1362   1682   90     
38     10     10     59     1550   1870   90     
35     5      20     60     1455   1775   90     
50     30     10     61     321    641    90     
50     35     20     62     40     360    90     
50     40     50     63     14     334    90     
48     30     10     64     413    733    90     
44     25     10     65     791    1111   90     
47     35     10     66     508    828    90     
47     40     10     67     12     332    90     
42     30     10     68     696    1016   90     
45     35     10     69     600    920    90     
95     30     30     70     2241   2561   90     
95     35     20     71     2146   2466   90     
53     30     10     72     228    548    90     
92     30     10     73     2334   2654   90     
53     35     50     74     133    453    90     
45     65     20     75     38     358    90     
90     35     10     76     2051   2371   90     
72     45     10     77     2820   3140   90     
78     40     20     78     2722   3042   90     
87     30     10     79     2528   2848   90     
85     25     10     80     2433   2753   90     
85     35     30     81     2623   2943   90     
75     55     20     82     1845   2165   90     
72     55     10     83     1752   2072   90     
70     58     20     84     1561   1881   90     
86     46     30     85     1949   2269   90     
66     55     10     86     1656   1976   90     
64     46     20     87     2955   3275   90     
65     60     30     88     1466   1786   90     
56     64     10     89     1275   1595   90     
60     55     10     90     2959   3279   90     
60     60     10     91     1371   1691   90     
67     85     20     92     614    934    90     
42     58     40     93     8      328    90     
65     82     10     94     708    1028   90     
62     80     30     95     801    1121   90     
62     40     10     96     2921   3241   90     
60     85     30     97     517    837    90     
58     75     20     98     898    1218   90     
55     80     10     99     327    647    90     
55     85     20     100    422    742    90     
40     50     0      1                           
