X        Y        NODES    DEPOTS   CAPACITY    TRAVEL TIME              
40       50       100        1        1000          960      
X        Y      DEMAND    NODE      EAR      LAT    SERVICE  
25       85       20       1        431      911      10       
22       75       30       2        30       510      10       
22       85       10       3        291      771      10       
20       80       40       4        674      734      10       
20       85       20       5        40       520      10       
18       75       20       6        393      502      10       
15       75       20       7        120      600      10       
15       80       10       8        397      457      10       
10       35       20       9        401      461      10       
10       40       30       10       535      622      10       
8        40       40       11       225      285      10       
8        45       20       12       43       523      10       
5        35       10       13       683      743      10       
5        45       10       14       35       366      10       
2        40       20       15       204      264      10       
0        40       20       16       204      425      10       
0        45       20       17       698      827      10       
44       5        20       18       306      483      10       
42       10       40       19       199      428      10       
42       15       10       20       494      699      10       
40       5        10       21       45       525      10       
40       15       40       22       383      486      10       
38       5        30       23       231      291      10       
38       15       10       24       609      872      10       
35       5        20       25       821      881      10       
95       30       30       26       349      829      10       
95       35       20       27       138      273      10       
92       30       10       28       78       339      10       
90       35       10       29       132      375      10       
88       30       10       30       252      359      10       
88       35       20       31       50       530      10       
87       30       10       32       562      799      10       
85       25       10       33       71       208      10       
85       35       30       34       307      787      10       
67       85       20       35       655      778      10       
65       85       40       36       43       186      10       
65       82       10       37       377      857      10       
62       80       30       38       308      368      10       
60       80       10       39       46       201      10       
60       85       30       40       339      438      10       
58       75       20       41       377      494      10       
55       80       10       42       33       166      10       
55       85       20       43       531      736      10       
55       82       10       44       247      307      10       
20       82       10       45       37       177      10       
18       80       10       46       432      665      10       
2        45       10       47       38       322      10       
42       5        10       48       424      904      10       
42       12       10       49       460      539      10       
72       35       30       50       327      807      10       
55       20       19       51       273      498      10       
25       30       3        52       25       505      10       
20       50       5        53       405      465      10       
55       60       16       54       554      767      10       
30       60       16       55       629      689      10       
50       35       19       56       560      673      10       
30       25       23       57       342      571      10       
15       10       20       58       842      902      10       
10       20       19       59       42       522      10       
15       60       17       60       623      884      10       
45       65       9        61       214      421      10       
65       35       3        62       197      257      10       
65       20       6        63       39       316      10       
45       30       17       64       191      310      10       
35       40       16       65       11       140      10       
41       37       16       66       570      681      10       
64       42       9        67       298      358      10       
40       60       21       68       613      730      10       
31       52       27       69       187      247      10       
35       69       23       70       780      930      10       
65       55       14       71       191      410      10       
63       65       8        72       27       507      10       
2        60       5        73       240      451      10       
20       20       8        74       675      735      10       
5        5        16       75       57       537      10       
60       12       31       76       298      358      10       
23       3        7        77       794      854      10       
8        56       27       78       366      483      10       
6        68       30       79       382      442      10       
47       47       13       80       817      942      10       
49       58       10       81       332      497      10       
27       43       9        82       14       494      10       
37       31       14       83       19       499      10       
57       29       18       84       425      485      10       
63       23       2        85       164      644      10       
21       24       28       86       310      507      10       
12       24       13       87       389      449      10       
24       58       19       88       262      377      10       
67       5        25       89       611      897      10       
37       47       6        90       311      526      10       
49       42       13       91       457      937      10       
53       43       14       92       14       74       10       
61       52       3        93       789      928      10       
57       48       23       94       212      692      10       
56       37       6        95       20       500      10       
55       54       26       96       382      862      10       
4        18       35       97       516      697      10       
26       52       9        98       14       494      10       
26       35       15       99       338      398      10       
31       67       3        100      870      930      10       
40       50       0        1                                   
