X        Y        NODES    DEPOTS   CAPACITY   TRAVEL TIME              
35       35       100      1        200            230               
X        Y       DEMAND   NODE      EAR      LAT     SERVICE  
41       49       10       1        0        204      10       
35       17       7        2        0        202      10       
55       45       13       3        0        197      10       
55       20       19       4        149      159      10       
15       30       26       5        0        199      10       
25       30       3        6        99       109      10       
20       50       5        7        0        198      10       
10       43       9        8        95       105      10       
55       60       16       9        97       107      10       
30       60       16       10       124      134      10       
20       65       12       11       67       77       10       
50       35       19       12       0        205      10       
30       25       23       13       159      169      10       
15       10       20       14       0        187      10       
30       5        8        15       61       71       10       
10       20       19       16       0        190      10       
5        30       2        17       157      167      10       
20       40       12       18       0        204      10       
15       60       17       19       0        187      10       
45       65       9        20       0        188      10       
45       20       11       21       0        201      10       
45       10       18       22       97       107      10       
55       5        29       23       68       78       10       
65       35       3        24       0        190      10       
65       20       6        25       172      182      10       
45       30       17       26       0        208      10       
35       40       16       27       37       47       10       
41       37       16       28       0        213      10       
64       42       9        29       0        190      10       
40       60       21       30       71       81       10       
31       52       27       31       0        202      10       
35       69       23       32       0        186      10       
53       52       11       33       37       47       10       
65       55       14       34       0        183      10       
63       65       8        35       143      153      10       
2        60       5        36       41       51       10       
20       20       8        37       0        198      10       
5        5        16       38       83       93       10       
60       12       31       39       44       54       10       
40       25       9        40       85       95       10       
42       7        5        41       97       107      10       
24       12       5        42       31       41       10       
23       3        7        43       0        185      10       
11       14       18       44       69       79       10       
6        38       16       45       32       42       10       
2        48       1        46       0        184      10       
8        56       27       47       0        185      10       
13       52       36       48       0        192      10       
6        68       30       49       108      118      10       
47       47       13       50       0        203      10       
49       58       10       51       0        193      10       
27       43       9        52       0        208      10       
37       31       14       53       95       105      10       
57       29       18       54       0        197      10       
63       23       2        55       136      146      10       
53       12       6        56       130      140      10       
32       12       7        57       0        196      10       
36       26       18       58       200      210      10       
21       24       28       59       0        202      10       
17       34       3        60       0        201      10       
12       24       13       61       0        194      10       
24       58       19       62       58       68       10       
27       69       10       63       0        185      10       
15       77       9        64       73       83       10       
62       77       20       65       51       61       10       
49       73       25       66       127      137      10       
67       5        25       67       83       93       10       
56       39       36       68       142      152      10       
37       47       6        69       50       60       10       
37       56       5        70       182      192      10       
57       68       15       71       0        180      10       
47       16       25       72       0        197      10       
44       17       9        73       0        199      10       
46       13       8        74       149      159      10       
49       11       18       75       0        192      10       
49       42       13       76       73       83       10       
53       43       14       77       179      189      10       
61       52       3        78       96       106      10       
57       48       23       79       92       102      10       
56       37       6        80       182      192      10       
55       54       26       81       0        192      10       
15       47       16       82       0        196      10       
14       37       11       83       0        198      10       
11       31       7        84       101      111      10       
16       22       41       85       0        196      10       
4        18       35       86       0        184      10       
28       18       26       87       93       103      10       
26       52       9        88       74       84       10       
26       35       15       89       0        211      10       
31       67       3        90       0        187      10       
15       19       1        91       0        194      10       
22       22       2        92       18       28       10       
18       24       22       93       188      198      10       
26       27       27       94       0        207      10       
25       24       20       95       0        205      10       
22       27       11       96       0        204      10       
25       21       12       97       0        202      10       
19       21       10       98       0        198      10       
20       26       9        99       83       93       10       
18       18       17       100      185      195      10       
35       35       0        1                                   
